Order_ID,Order_Date,Time_Orderd,Weather,Type_of_order,City,Order_Duration
0x8187,4/4/2022,20:20,Stormy,Buffet,Urban,33
0x57ac,31-03-2022,21:15,Sunny,Drinks,Urban,21
0x76a0,6/4/2022,22:40,Stormy,Snack,Metropolitian,25
0x3d24,4/4/2022,21:45,Fog,Snack,Metropolitian,54
0x48e,6/4/2022,NaN,Fog,Snack,Metropolitian,47
0x63e8,23-03-2022,18:15,Fog,Buffet,Metropolitian,35
0xc45d,13-02-2022,23:50,Sunny,Snack,NaN,15
0x4d40,2/4/2022,0.833333333,Fog,Snack,Metropolitian,44
0x7c7f,13-03-2022,9:35,Sunny,Snack,Metropolitian,19
0x918,12/3/2022,22:35,Sunny,Buffet,NaN,26
0x4994,4/3/2022,23:50,Sandstorms,Meal,Urban,19
0x80bb,6/4/2022,19:15,Stormy,Buffet,Metropolitian,53
0x7269,5/3/2022,18:45,Windy,Buffet,Metropolitian,27
0x85d8,21-03-2022,0.416666667,Fog,Snack,Urban,24
0x2dfb,18-03-2022,23:25,Stormy,Buffet,Metropolitian,26
0x8ff1,31-03-2022,21:50,Fog,Buffet,Metropolitian,41
0xb6ed,3/4/2022,0.375,Stormy,Snack,Metropolitian,19
0xab9b,4/3/2022,0.75,Fog,Drinks,Metropolitian,39
0x4edd,18-03-2022,21:40,Fog,Buffet,Metropolitian,42
0x1f0f,21-03-2022,0.916666667,Sunny,Buffet,Metropolitian,22
0xa310,4/4/2022,19:40,Sandstorms,Snack,Metropolitian,36
0x1ebf,30-03-2022,NaN,Sandstorms,Snack,Urban,21
0x8a6b,15-03-2022,17:10,Sandstorms,Snack,Metropolitian,24
0xed4,20-03-2022,20:50,Sandstorms,Buffet,Metropolitian,29
0xa607,3/3/2022,14:55,Stormy,Drinks,Urban,15
0x4480,4/4/2022,22:25,Sandstorms,Drinks,Metropolitian,15
0x38d5,4/4/2022,17:20,Sunny,Drinks,Metropolitian,17
0x4d36,12/3/2022,18:25,Sunny,Snack,Metropolitian,31
0x57b9,6/4/2022,23:35,Cloudy,Snack,Metropolitian,24
0x2004,20-03-2022,21:50,Sandstorms,Meal,Metropolitian,38
0x80d2,1/3/2022,17:20,Cloudy,Snack,Metropolitian,34
0x3189,26-03-2022,11:50,Windy,Drinks,Metropolitian,18
0xc342,13-02-2022,0.541666667,Fog,Drinks,Metropolitian,28
0x1a32,24-03-2022,23:20,Cloudy,Meal,Metropolitian,18
0x5fdd,4/3/2022,17:25,Stormy,Meal,Metropolitian,38
0x7249,24-03-2022,15:15,Fog,Buffet,Metropolitian,13
0xc214,12/2/2022,17:40,Fog,Drinks,NaN,33
0x934,7/3/2022,NaN,Stormy,Meal,Urban,25
0xbfde,11/2/2022,14:45,Cloudy,Drinks,Metropolitian,27
0xb6f5,27-03-2022,18:45,Stormy,Buffet,Urban,20
0xc551,13-02-2022,10:30,Stormy,Buffet,Urban,29
0x5277,25-03-2022,23:55,Sandstorms,Buffet,Metropolitian,12
0x54e1,10/3/2022,23:20,Cloudy,Meal,Metropolitian,26
0x208a,3/3/2022,20:40,Windy,Buffet,Metropolitian,35
0x583,6/4/2022,NaN,Sunny,Meal,Metropolitian,42
0x5b17,4/3/2022,21:50,Windy,Snack,Metropolitian,21
0xcd6a,13-02-2022,17:15,Sandstorms,Meal,Metropolitian,27
0x43eb,1/4/2022,12:30,Windy,Meal,Urban,29
0x8353,31-03-2022,21:40,Sunny,Snack,Urban,38
0xb97a,27-03-2022,17:50,Cloudy,Meal,Metropolitian,41
0x9ecf,26-03-2022,10:15,Cloudy,Drinks,Metropolitian,17
0x506,28-03-2022,NaN,NaN,Meal,Metropolitian,29
0xd189,15-02-2022,15:35,Sandstorms,Buffet,Metropolitian,13
0x39e5,11/3/2022,12:50,Fog,Drinks,Metropolitian,26
0x1479,31-03-2022,19:35,Cloudy,Snack,Metropolitian,53
0x1429,21-03-2022,19:55,Windy,Buffet,Metropolitian,23
0x625d,7/3/2022,0.583333333,Windy,Meal,Metropolitian,27
0x57b2,27-03-2022,17:35,Fog,Drinks,Metropolitian,34
0xbef1,13-02-2022,NaN,NaN,Drinks,Metropolitian,20
0x7cfd,3/3/2022,8:55,Stormy,Drinks,Urban,16
0x900f,11/3/2022,21:10,Windy,Drinks,Metropolitian,29
0x5436,4/4/2022,19:25,Cloudy,Snack,Metropolitian,31
0x946b,2/4/2022,21:55,Stormy,Buffet,Urban,19
0x8ff8,2/4/2022,23:55,Sandstorms,Snack,Metropolitian,23
0x5b24,27-03-2022,23:30,Cloudy,Snack,Metropolitian,20
0x3a87,9/3/2022,22:55,Sunny,Buffet,Metropolitian,17
0xc652,17-02-2022,16:20,Sandstorms,Drinks,Metropolitian,33
0xc841,11/2/2022,15:55,Fog,Drinks,Metropolitian,18
0x92d4,4/4/2022,21:25,Windy,Drinks,Metropolitian,38
0xcb18,14-02-2022,19:40,Windy,Meal,Metropolitian,27
0xbe02,26-03-2022,9:20,Windy,Drinks,Metropolitian,18
0x7ac2,17-03-2022,20:40,Windy,Buffet,NaN,19
0x68be,25-03-2022,17:35,Cloudy,Drinks,Urban,34
0x5354,4/3/2022,20:35,Windy,Drinks,Metropolitian,23
0x9f8b,12/3/2022,20:55,Stormy,Meal,Metropolitian,38
0xa686,28-03-2022,21:30,Stormy,Snack,Metropolitian,26
0x7511,29-03-2022,19:45,Cloudy,Buffet,Metropolitian,40
0xbbb3,11/3/2022,18:15,Stormy,Drinks,Metropolitian,34
0x7f07,3/3/2022,22:45,Sunny,Buffet,Metropolitian,19
0x51b0,2/4/2022,18:50,Fog,Snack,Metropolitian,31
0x73a3,2/3/2022,22:25,Windy,Meal,Metropolitian,19
0x99ef,6/3/2022,18:50,Cloudy,Buffet,Metropolitian,35
0xc223,14-02-2022,21:20,Sunny,Buffet,Metropolitian,24
0xadac,7/3/2022,0.416666667,Fog,Snack,Urban,12
0x17ab,4/3/2022,21:15,Stormy,Drinks,Metropolitian,37
0x82a0,12/3/2022,18:50,Sunny,Snack,Urban,33
0x556d,4/4/2022,18:40,Sandstorms,Snack,Metropolitian,39
0x8b51,5/4/2022,0.791666667,Cloudy,Meal,Urban,16
0x774c,2/4/2022,22:45,Fog,Meal,Metropolitian,20
0xa288,4/3/2022,23:10,Cloudy,Drinks,Metropolitian,23
0xdb93,16-02-2022,19:30,Sunny,Buffet,Urban,24
0x53ff,5/3/2022,0.5,Sandstorms,Snack,Metropolitian,22
0xce06,18-02-2022,19:20,Cloudy,Buffet,Metropolitian,44
0x148a,23-03-2022,20:50,Fog,Drinks,Metropolitian,36
0xdd76,15-02-2022,21:50,Cloudy,Snack,Metropolitian,28
0x6754,2/4/2022,22:10,Sandstorms,Meal,Metropolitian,18
0x9527,30-03-2022,20:10,Windy,Drinks,Urban,32
0xa9b4,20-03-2022,0.791666667,Windy,Snack,Metropolitian,30
0xa120,23-03-2022,20:40,Stormy,Snack,Metropolitian,24
0x4d89,6/4/2022,20:50,Sandstorms,Meal,Urban,38
0x4c68,1/4/2022,8:55,Stormy,Meal,Metropolitian,26
0x1abc,25-03-2022,23:10,Cloudy,Buffet,Metropolitian,43
0x609c,28-03-2022,17:25,Sunny,Buffet,Metropolitian,20
0x1c84,18-03-2022,18:40,Sandstorms,Snack,Metropolitian,22
0x93e2,1/4/2022,18:30,Windy,Drinks,NaN,38
0x2388,10/3/2022,19:15,Fog,Snack,Metropolitian,39
0x1cb1,14-03-2022,21:35,Windy,Meal,Metropolitian,31
0xa6b1,24-03-2022,21:20,Cloudy,Buffet,Metropolitian,34
0x7f9d,18-03-2022,17:45,Sandstorms,Meal,Metropolitian,17
0x34c5,1/3/2022,8:15,Sandstorms,Meal,Metropolitian,12
0x2059,13-03-2022,17:10,Fog,Drinks,Metropolitian,17
0x2bae,3/3/2022,15:50,Fog,Buffet,Metropolitian,18
0x6ae3,26-03-2022,23:25,Cloudy,Snack,Metropolitian,12
0xdbc2,13-02-2022,23:20,Sandstorms,Snack,NaN,28
0xcc03,17-02-2022,15:15,Windy,Buffet,Metropolitian,28
0x15d0,29-03-2022,19:20,Fog,Buffet,Semi-Urban,47
0xc52f,11/2/2022,10:15,Fog,Drinks,Metropolitian,23
0xc27d,16-02-2022,18:10,Fog,Drinks,Metropolitian,30
0x8d0a,15-03-2022,11:25,Stormy,Buffet,Urban,10
0xb8cd,26-03-2022,11:55,Stormy,Snack,Metropolitian,23
0xe1b4,12/2/2022,0.875,Stormy,Snack,Metropolitian,38
0x1c66,21-03-2022,21:40,Fog,Buffet,Metropolitian,32
0x2b4c,11/3/2022,23:15,Windy,Meal,Metropolitian,23
0x38d0,2/4/2022,23:55,Windy,Drinks,Metropolitian,28
0x4bee,26-03-2022,21:30,Stormy,Drinks,Metropolitian,29
0xd2be,17-02-2022,20:45,Stormy,Snack,Metropolitian,12
0x9e4c,23-03-2022,23:40,Stormy,Drinks,Metropolitian,11
0x487c,19-03-2022,23:35,Cloudy,Snack,Metropolitian,11
0x8d5,9/3/2022,NaN,NaN,Meal,Metropolitian,23
0xcf4a,11/2/2022,9:20,Sunny,Drinks,Urban,21
0x63fd,26-03-2022,11:45,Fog,Drinks,Metropolitian,24
0x4eca,28-03-2022,8:35,Cloudy,Meal,Metropolitian,11
0x8ff9,17-03-2022,19:55,Stormy,Meal,Metropolitian,21
0x82c6,13-03-2022,22:10,Sunny,Buffet,Metropolitian,20
0x5486,16-03-2022,18:55,Fog,Buffet,Metropolitian,40
0x2765,5/4/2022,11:15,Sunny,Drinks,Urban,14
0xaf5f,5/3/2022,8:45,Windy,Buffet,Urban,11
0xac8c,23-03-2022,21:50,Cloudy,Meal,Metropolitian,40
0x4bd,29-03-2022,NaN,NaN,Meal,Metropolitian,10
0xb16a,12/3/2022,17:50,Sandstorms,Meal,NaN,25
0x7068,17-03-2022,8:30,Stormy,Meal,Metropolitian,15
0xda7f,18-02-2022,19:40,Sandstorms,Meal,Metropolitian,42
0x1436,8/3/2022,23:45,Sunny,Snack,Metropolitian,20
0xc599,12/2/2022,19:45,Sandstorms,Snack,Urban,30
0x1cad,4/4/2022,17:45,Sunny,Meal,Metropolitian,20
0x190e,8/3/2022,22:35,Stormy,Drinks,Urban,17
0x3ee1,27-03-2022,19:45,Stormy,Meal,Metropolitian,34
0xdc3b,16-02-2022,22:30,Sunny,Snack,Metropolitian,31
0x965,23-03-2022,NaN,Fog,Buffet,Metropolitian,28
0x845,15-03-2022,23:45,Sandstorms,Buffet,Metropolitian,17
0xc063,14-02-2022,18:55,Sunny,Buffet,Metropolitian,21
0xb58a,3/4/2022,8:30,Sandstorms,Meal,Urban,17
0x9dd9,12/3/2022,21:10,Cloudy,Buffet,Metropolitian,39
0x2db0,11/3/2022,18:15,Stormy,Buffet,Urban,20
0x4e71,17-03-2022,15:40,Stormy,Drinks,Metropolitian,27
0x223d,21-03-2022,12:35,Cloudy,Meal,Metropolitian,25
0x106c,2/3/2022,NaN,Windy,Buffet,Urban,21
0x669a,13-03-2022,11:55,Windy,Drinks,Metropolitian,29
0x2d31,27-03-2022,17:15,Sunny,Drinks,Urban,13
0x4e20,4/4/2022,19:40,Sandstorms,Drinks,Metropolitian,17
0x1595,7/3/2022,15:15,Windy,Meal,Urban,20
0x9211,20-03-2022,22:30,Cloudy,Meal,Metropolitian,23
0x5ea,8/3/2022,NaN,Cloudy,Drinks,Metropolitian,39
0x4490,13-03-2022,0.458333333,Cloudy,Snack,Urban,17
0xd36d,17-02-2022,0.416666667,Windy,Snack,Metropolitian,12
0x85fc,17-03-2022,21:50,Sunny,Drinks,Metropolitian,41
0xe00,1/3/2022,22:20,Sandstorms,Drinks,NaN,30
0x8901,28-03-2022,0.625,Fog,Meal,Metropolitian,36
0x9fb3,14-03-2022,22:10,Sunny,Meal,Metropolitian,38
0xd61,4/3/2022,NaN,Windy,Snack,Metropolitian,18
0x7612,28-03-2022,9:25,Sunny,Drinks,Metropolitian,18
0x2a7b,2/3/2022,21:40,Sandstorms,Buffet,Metropolitian,43
0x95ee,12/3/2022,19:30,Stormy,Meal,Metropolitian,26
0x9edf,14-03-2022,21:10,Stormy,Snack,Metropolitian,26
0x6110,11/3/2022,18:35,Sunny,Buffet,Urban,19
0x77b,20-03-2022,23:40,Sunny,Drinks,Metropolitian,23
0x2465,18-03-2022,0.75,Cloudy,Meal,Metropolitian,35
0x5d11,16-03-2022,19:15,Sandstorms,Meal,Metropolitian,42
0xb3ee,27-03-2022,21:35,Cloudy,Buffet,Metropolitian,38
0x6b5e,6/3/2022,21:20,Sandstorms,Meal,Metropolitian,23
0x5f3b,31-03-2022,18:55,Sunny,Drinks,Metropolitian,27
0xd3a6,17-02-2022,20:45,Fog,Drinks,Metropolitian,27
0x3e49,3/4/2022,0.375,Stormy,Snack,Metropolitian,28
0x9897,1/3/2022,21:10,Sunny,Drinks,Metropolitian,13
0xd3cc,17-02-2022,20:45,Fog,Snack,Metropolitian,24
0x19ea,30-03-2022,20:35,Fog,Meal,Metropolitian,20
0x7c31,13-03-2022,0.916666667,Sandstorms,Meal,Urban,27
0x8290,6/4/2022,23:35,Sandstorms,Meal,Metropolitian,20
0xcfad,15-02-2022,23:55,Stormy,Meal,Metropolitian,23
0x3ce6,15-03-2022,13:45,Cloudy,Drinks,Metropolitian,26
0xb81f,30-03-2022,11:25,Stormy,Drinks,Metropolitian,45
0x5641,17-03-2022,10:20,Fog,Meal,Metropolitian,18
0xd0a0,11/2/2022,19:45,Windy,Buffet,Metropolitian,34
0x50ec,21-03-2022,9:35,Windy,Meal,Urban,29
0x7ab2,6/3/2022,23:50,Sandstorms,Drinks,Metropolitian,25
0xc937,17-02-2022,20:25,Windy,Meal,NaN,22
0x25be,10/3/2022,22:55,Stormy,Buffet,Metropolitian,19
0x2ccf,31-03-2022,17:10,Stormy,Meal,Metropolitian,16
0x6688,3/4/2022,23:25,Sunny,Snack,Metropolitian,13
0x8184,30-03-2022,19:10,Stormy,Snack,Metropolitian,19
0x17f4,8/3/2022,23:35,Sunny,Meal,Urban,27
0xadbb,21-03-2022,17:25,Windy,Snack,Metropolitian,26
0x8a14,13-03-2022,15:20,Windy,Snack,Metropolitian,27
0xc29a,11/2/2022,0.375,Sandstorms,Buffet,Metropolitian,27
0x6a91,15-03-2022,19:10,Windy,Buffet,Metropolitian,13
0x40ee,15-03-2022,13:40,Windy,Buffet,Metropolitian,49
0x6661,5/4/2022,9:10,Cloudy,Snack,Urban,17
0x4e83,6/3/2022,21:20,Sandstorms,Meal,Metropolitian,27
0x9649,16-03-2022,19:30,Sunny,Snack,Urban,14
0x1cfe,13-03-2022,9:20,Windy,Snack,Metropolitian,28
0x95d0,7/3/2022,12:15,Sandstorms,Meal,Metropolitian,18
0x57f5,24-03-2022,9:15,Stormy,Drinks,Urban,18
0x2527,1/3/2022,13:40,Sunny,Meal,Metropolitian,14
0xd2bc,14-02-2022,0.875,Windy,Meal,Metropolitian,43
0x93b8,7/3/2022,8:35,Sunny,Meal,Metropolitian,22
0x56c8,26-03-2022,23:15,Sandstorms,Meal,Metropolitian,17
0xbc3c,20-03-2022,0.791666667,Cloudy,Drinks,Metropolitian,39
0x4523,16-03-2022,20:35,Fog,Buffet,Metropolitian,45
0x6805,5/3/2022,12:25,Cloudy,Drinks,Metropolitian,25
0xd0a4,18-02-2022,19:35,Sandstorms,Buffet,Metropolitian,26
0xf4e,4/4/2022,18:20,Sandstorms,Meal,Metropolitian,33
0x36a2,9/3/2022,11:45,Windy,Meal,Metropolitian,47
0xb6a5,15-03-2022,0.541666667,Fog,Drinks,Metropolitian,32
0x3f8c,20-03-2022,23:20,Sunny,Drinks,Metropolitian,43
0x199a,7/3/2022,23:40,Cloudy,Meal,Metropolitian,16
0x374f,6/3/2022,0.75,Sandstorms,Drinks,Urban,25
0x76ee,14-03-2022,20:30,Cloudy,Snack,Metropolitian,38
0x5d56,14-03-2022,20:55,Stormy,Meal,Metropolitian,32
0xdcd,10/3/2022,NaN,Sandstorms,Drinks,Urban,17
0x43f9,15-03-2022,19:10,Sunny,Meal,Metropolitian,16
0x1d24,4/4/2022,23:20,Windy,Buffet,Metropolitian,23
0xbf2a,17-02-2022,NaN,Sunny,Buffet,Urban,11
0x7f25,27-03-2022,20:50,Stormy,Snack,Metropolitian,29
0x9fd5,23-03-2022,19:25,Windy,Meal,Metropolitian,25
0xc4bc,17-02-2022,18:40,Stormy,Buffet,Metropolitian,27
0x520c,27-03-2022,17:55,Windy,Snack,Urban,15
0x28ed,13-03-2022,11:25,Sandstorms,Snack,Metropolitian,16
0x684,5/4/2022,NaN,NaN,Meal,Metropolitian,18
0x5681,11/3/2022,9:20,Cloudy,Snack,Urban,17
0xdfb8,17-02-2022,23:30,Stormy,Meal,Metropolitian,27
0x5d33,10/3/2022,17:25,Sunny,Snack,Metropolitian,37
0xd046,17-02-2022,14:30,Stormy,Drinks,Metropolitian,33
0xd811,13-02-2022,10:55,Sunny,Snack,Metropolitian,16
0xfbd,4/4/2022,23:15,Stormy,Drinks,Metropolitian,16
0x5ca4,24-03-2022,21:40,Stormy,Meal,Metropolitian,31
0x8324,20-03-2022,18:40,Cloudy,Meal,Metropolitian,31
0xa327,9/3/2022,14:20,Stormy,Drinks,Metropolitian,25
0x3347,30-03-2022,10:45,Sandstorms,Snack,Urban,10
0xa12f,11/3/2022,20:20,Fog,Drinks,Metropolitian,36
0x573c,1/3/2022,22:30,Sunny,Drinks,Urban,19
0x15d6,26-03-2022,0.75,Sandstorms,Drinks,Metropolitian,26
0x7116,15-03-2022,18:40,Windy,Drinks,Metropolitian,26
0x36fe,11/3/2022,23:20,Sandstorms,Snack,Metropolitian,27
0xc8d3,18-02-2022,1,Fog,Snack,Metropolitian,22
0xbb41,3/4/2022,22:10,Windy,Buffet,Metropolitian,27
0x2e67,2/3/2022,18:10,Sunny,Drinks,Metropolitian,26
0x2ccc,3/4/2022,20:15,Sandstorms,Snack,Urban,30
0xa9b2,18-03-2022,20:35,Stormy,Meal,Metropolitian,23
0x7603,2/4/2022,17:45,Stormy,Meal,Metropolitian,41
0x851f,17-03-2022,16:35,Stormy,Drinks,Urban,37
0x74ba,18-03-2022,17:10,Sandstorms,Drinks,Metropolitian,35
0x76fa,7/3/2022,12:50,Windy,Snack,Metropolitian,30
0x3845,5/4/2022,18:30,Fog,Snack,Metropolitian,18
0x3210,5/3/2022,21:55,Stormy,Drinks,Metropolitian,26
0x7dd6,1/3/2022,18:15,Windy,Drinks,Metropolitian,36
0xd248,17-02-2022,21:35,Fog,Drinks,Metropolitian,20
0x6630,5/4/2022,10:50,Sunny,Meal,Metropolitian,12
0x35e7,12/3/2022,19:15,Stormy,Meal,Metropolitian,15
0x6515,31-03-2022,0.833333333,Sandstorms,Buffet,Metropolitian,42
0x4511,12/3/2022,19:30,Sunny,Meal,Metropolitian,16
0x250f,26-03-2022,23:20,Sandstorms,Drinks,Urban,23
0x7d48,2/3/2022,20:15,Cloudy,Snack,Metropolitian,34
0xda9,29-03-2022,21:20,Sandstorms,Buffet,Metropolitian,41
0x44e2,24-03-2022,8:30,Stormy,Snack,Metropolitian,17
0xb16e,24-03-2022,18:25,Windy,Buffet,Metropolitian,28
0x252e,8/3/2022,20:10,Sandstorms,Meal,Metropolitian,31
0xc326,16-02-2022,21:15,Sandstorms,Snack,Metropolitian,35
0x1007,5/4/2022,19:30,Sandstorms,Drinks,NaN,14
0x5eb5,14-03-2022,17:40,Fog,Meal,Metropolitian,42
0xd8b8,12/2/2022,20:35,Sandstorms,Meal,Metropolitian,28
0x33c8,12/3/2022,17:45,Stormy,Buffet,Metropolitian,29
0x9c5f,27-03-2022,23:50,Fog,Buffet,Metropolitian,38
0x76c,2/4/2022,19:25,Sunny,Snack,Metropolitian,26
0x2655,9/3/2022,9:45,Sunny,Snack,Metropolitian,17
0x9fd8,5/3/2022,8:20,Sandstorms,Snack,Metropolitian,13
0xb06c,3/3/2022,17:25,Windy,Meal,Metropolitian,20
0x6f86,28-03-2022,19:15,Windy,Snack,Urban,43
0x6709,23-03-2022,17:10,Cloudy,Snack,Metropolitian,35
0x40a3,3/3/2022,11:30,Sandstorms,Meal,Metropolitian,37
0x43f2,4/3/2022,18:15,Sunny,Drinks,Metropolitian,24
0xe08d,18-02-2022,19:55,Stormy,Buffet,Metropolitian,39
0x4b07,8/3/2022,21:50,Fog,Snack,Metropolitian,36
0xdb78,14-02-2022,18:15,Sunny,Buffet,Metropolitian,29
0x99da,7/3/2022,21:10,Cloudy,Buffet,Metropolitian,28
0x6f59,27-03-2022,20:20,Sunny,Buffet,Metropolitian,31
0xd692,12/2/2022,0.958333333,Fog,Drinks,Metropolitian,29
0x5cb9,1/3/2022,20:40,Cloudy,Snack,Metropolitian,27
0x1c7c,13-03-2022,19:15,Cloudy,Drinks,Metropolitian,28
0x118a,26-03-2022,20:55,Fog,Buffet,Metropolitian,33
0x3a23,19-03-2022,17:50,Sunny,Buffet,Metropolitian,21
0x7662,2/3/2022,19:20,Windy,Drinks,Metropolitian,39
0xabb9,5/3/2022,0.583333333,Windy,Drinks,NaN,18
0x5507,10/3/2022,21:20,Windy,Meal,Metropolitian,36
0x8135,11/3/2022,20:45,Sunny,Meal,Metropolitian,17
0x3ba0,3/3/2022,17:40,Cloudy,Meal,Metropolitian,17
0x51dd,24-03-2022,14:10,Stormy,Meal,Urban,10
0x22b5,21-03-2022,22:15,Stormy,Buffet,Metropolitian,18
0xa5a,20-03-2022,22:35,Sunny,Buffet,Metropolitian,26
0x46b7,10/3/2022,0.875,Sandstorms,Snack,Metropolitian,21
0x474,11/3/2022,NaN,NaN,Drinks,Metropolitian,25
0x2b5b,4/4/2022,23:55,Cloudy,Buffet,Urban,25
0x6a63,7/3/2022,20:45,Cloudy,Buffet,Metropolitian,25
0xd4cf,13-02-2022,21:55,Sunny,Buffet,NaN,19
0xa2d7,4/3/2022,21:30,Sandstorms,Buffet,Metropolitian,37
0x7fd9,29-03-2022,0.958333333,Stormy,Buffet,Metropolitian,13
0x7b6d,23-03-2022,18:30,Sunny,Drinks,Urban,18
0xc68e,15-02-2022,9:30,Stormy,Buffet,Metropolitian,12
0xd0ae,14-02-2022,18:45,Fog,Drinks,Metropolitian,26
0x8e15,17-03-2022,0.875,Sunny,Snack,Metropolitian,21
0xe1a4,13-02-2022,16:35,Sandstorms,Snack,Metropolitian,33
0x3997,18-03-2022,0.791666667,Windy,Snack,Metropolitian,26
0xa15d,30-03-2022,18:20,Stormy,Snack,Metropolitian,32
0xad0,30-03-2022,23:30,Fog,Drinks,Metropolitian,19
0xb3ba,25-03-2022,0.958333333,Cloudy,Meal,Metropolitian,26
0xd33c,14-02-2022,21:25,Sunny,Drinks,Metropolitian,32
0x4b8c,9/3/2022,8:25,Fog,Meal,Metropolitian,19
0x6a84,28-03-2022,0.916666667,Stormy,Drinks,Urban,29
0xddbc,14-02-2022,19:10,Sandstorms,Drinks,Metropolitian,38
0x448c,23-03-2022,23:25,Windy,Meal,Metropolitian,27
0x6ee6,12/3/2022,20:45,Stormy,Snack,Metropolitian,37
0x66d7,12/3/2022,23:35,Fog,Snack,Urban,23
0xbb4a,8/3/2022,19:30,Windy,Snack,Metropolitian,29
0xbfeb,13-02-2022,11:45,Sunny,Meal,Urban,48
0x88d6,13-03-2022,12:40,Sunny,Buffet,Urban,12
0xb57c,19-03-2022,15:25,Sandstorms,Drinks,Metropolitian,28
0x9d22,17-03-2022,20:10,Cloudy,Buffet,Metropolitian,34
0x76fb,14-03-2022,19:20,Fog,Snack,Metropolitian,49
0xabf2,17-03-2022,17:35,Sunny,Snack,Metropolitian,21
0x6ff2,26-03-2022,10:15,Cloudy,Snack,Urban,19
0x6d96,11/3/2022,20:30,Windy,Buffet,Urban,34
0x3f84,26-03-2022,9:15,Sandstorms,Buffet,Metropolitian,24
0x993c,21-03-2022,0.916666667,Sunny,Snack,Metropolitian,18
0x60c3,2/4/2022,19:15,Sunny,Snack,Metropolitian,28
0x7e36,4/3/2022,18:25,Sandstorms,Snack,Metropolitian,24
0x19bc,31-03-2022,19:55,Sunny,Buffet,Metropolitian,17
0xc5e6,14-02-2022,21:30,Cloudy,Meal,Metropolitian,35
0x69b4,13-03-2022,20:30,Windy,Drinks,Metropolitian,34
0x38da,6/3/2022,20:25,Stormy,Snack,Metropolitian,42
0x1f6f,10/3/2022,20:15,Sunny,Snack,Metropolitian,18
0xd80a,17-02-2022,18:25,Stormy,Snack,Metropolitian,29
0xd7d6,17-02-2022,22:40,Cloudy,Snack,Metropolitian,17
0x94b0,24-03-2022,11:40,Fog,Drinks,Metropolitian,38
0x9919,20-03-2022,20:50,Fog,Drinks,Urban,41
0x56b5,28-03-2022,0.583333333,Windy,Meal,Metropolitian,30
0x30fa,10/3/2022,18:25,Sunny,Drinks,Metropolitian,19
0x881f,19-03-2022,18:25,Stormy,Meal,Metropolitian,28
0x3834,17-03-2022,9:30,Sunny,Snack,Urban,14
0xc70f,16-02-2022,22:40,Sunny,Snack,Metropolitian,26
0x6c64,21-03-2022,19:30,Fog,Buffet,Metropolitian,25
0x71e6,12/3/2022,23:55,Windy,Buffet,Metropolitian,26
0xd67a,18-02-2022,0.958333333,Fog,Snack,Metropolitian,26
0x8292,17-03-2022,0.5,Fog,Buffet,Metropolitian,36
0x4120,7/3/2022,10:10,Stormy,Meal,Metropolitian,13
0x8fe9,4/3/2022,19:30,Sandstorms,Snack,Metropolitian,38
0x4461,20-03-2022,0.875,Cloudy,Snack,Metropolitian,44
0x9c67,21-03-2022,18:35,Cloudy,Buffet,Urban,10
0x15c9,2/4/2022,0.791666667,Windy,Snack,Metropolitian,24
0x45f2,21-03-2022,21:10,Sunny,Drinks,Metropolitian,41
0x864,20-03-2022,NaN,NaN,Meal,Metropolitian,41
0x51c3,31-03-2022,17:30,Stormy,Meal,Metropolitian,47
0x116b,13-03-2022,NaN,Sandstorms,Buffet,Metropolitian,27
0x45ad,15-03-2022,11:45,Stormy,Drinks,Metropolitian,40
0x3f34,12/3/2022,20:35,Stormy,Meal,Metropolitian,39
0x4d30,5/3/2022,8:20,Stormy,Drinks,Urban,29
0xcf1a,16-02-2022,18:50,Cloudy,Meal,Metropolitian,41
0x3bb0,21-03-2022,15:45,Cloudy,Snack,Metropolitian,17
0xa575,7/3/2022,10:10,Fog,Drinks,NaN,16
0x301e,14-03-2022,23:25,Fog,Drinks,Metropolitian,31
0xaf9f,24-03-2022,21:30,Stormy,Drinks,Urban,10
0x3e37,13-03-2022,13:25,Stormy,Meal,Metropolitian,18
0x42d0,29-03-2022,0.916666667,Fog,Meal,Urban,33
0xc927,12/2/2022,17:55,Sunny,Snack,Metropolitian,39
0xae6e,30-03-2022,9:25,Windy,Meal,Metropolitian,27
0x333c,25-03-2022,17:35,Stormy,Buffet,Metropolitian,23
0x2cfd,15-03-2022,10:35,Stormy,Snack,Metropolitian,29
0xb9cb,15-03-2022,12:20,Sunny,Buffet,NaN,15
0x4da5,31-03-2022,17:55,Fog,Meal,Metropolitian,41
0x71ad,16-03-2022,17:50,Cloudy,Drinks,Metropolitian,30
0xc15e,15-02-2022,19:45,Cloudy,Drinks,Metropolitian,37
0x8a6d,28-03-2022,17:55,Cloudy,Meal,Metropolitian,19
0x58f7,31-03-2022,22:25,Sunny,Meal,Urban,31
0x4783,24-03-2022,19:10,Sunny,Drinks,Urban,17
0x85c5,11/3/2022,17:35,Sandstorms,Snack,Metropolitian,31
0xbb82,2/3/2022,21:40,Stormy,Snack,Metropolitian,53
0x23b2,19-03-2022,21:35,Sandstorms,Drinks,Metropolitian,33
0x63d4,16-03-2022,23:35,Cloudy,Drinks,Urban,37
0xf61,2/4/2022,17:45,Windy,Buffet,Metropolitian,45
0xac43,2/4/2022,23:20,Sunny,Buffet,Metropolitian,23
